name,jobs,machines,status,time,makespan,bound,gap,NC,RF,RS,solver
j9011_8,90,4,Optimal,0.04,82,82.0,0.0,1.5,0.75,0.7,CPSat
j9011_9,90,4,Optimal,0.04,81,81.0,0.0,1.5,0.75,0.7,CPSat
j9012_1,90,4,Optimal,0.02,71,71.0,0.0,1.5,0.75,1,CPSat
j9012_10,90,4,Optimal,0.02,86,86.0,0.0,1.5,0.75,1,CPSat
j9012_2,90,4,Optimal,0.02,71,71.0,0.0,1.5,0.75,1,CPSat
j9012_3,90,4,Optimal,0.02,93,93.0,0.0,1.5,0.75,1,CPSat
j9012_4,90,4,Optimal,0.02,73,73.0,0.0,1.5,0.75,1,CPSat
j9012_5,90,4,Optimal,0.03,83,83.0,0.0,1.5,0.75,1,CPSat
j9012_6,90,4,Optimal,0.02,81,81.0,0.0,1.5,0.75,1,CPSat
j9012_7,90,4,Optimal,0.03,77,77.0,0.0,1.5,0.75,1,CPSat
j9012_8,90,4,Optimal,0.02,83,83.0,0.0,1.5,0.75,1,CPSat
j9012_9,90,4,Optimal,0.02,77,77.0,0.0,1.5,0.75,1,CPSat
j9013_1,90,4,Solution,30.02,144,127.0,11.81,1.5,1,0.2,CPSat
j9013_10,90,4,Solution,30.04,127,112.0,11.81,1.5,1,0.2,CPSat
j9013_2,90,4,Solution,30.02,134,116.0,13.43,1.5,1,0.2,CPSat
j9013_3,90,4,Solution,30.03,112,104.0,7.14,1.5,1,0.2,CPSat
j9013_4,90,4,Solution,30.03,118,108.0,8.47,1.5,1,0.2,CPSat
j9013_5,90,4,Solution,30.02,119,108.0,9.24,1.5,1,0.2,CPSat
j9013_6,90,4,Solution,30.03,131,116.0,11.45,1.5,1,0.2,CPSat
j9013_7,90,4,Solution,30.02,131,114.0,12.98,1.5,1,0.2,CPSat
j9013_8,90,4,Solution,30.03,124,112.0,9.68,1.5,1,0.2,CPSat
j9013_9,90,4,Solution,30.01,128,115.0,10.16,1.5,1,0.2,CPSat
j9014_1,90,4,Optimal,0.07,89,89.0,0.0,1.5,1,0.5,CPSat
j9014_10,90,4,Optimal,0.08,85,85.0,0.0,1.5,1,0.5,CPSat
j9014_2,90,4,Optimal,0.04,79,79.0,0.0,1.5,1,0.5,CPSat
j9014_3,90,4,Optimal,0.06,94,94.0,0.0,1.5,1,0.5,CPSat
j9014_4,90,4,Optimal,0.07,88,88.0,0.0,1.5,1,0.5,CPSat
j9014_5,90,4,Optimal,0.07,84,84.0,0.0,1.5,1,0.5,CPSat
j9014_6,90,4,Optimal,30.01,76,76.0,0.0,1.5,1,0.5,CPSat
j9014_7,90,4,Optimal,0.04,86,86.0,0.0,1.5,1,0.5,CPSat
j9014_8,90,4,Optimal,0.05,80,80.0,0.0,1.5,1,0.5,CPSat
j9014_9,90,4,Optimal,0.06,112,112.0,0.0,1.5,1,0.5,CPSat
j9015_1,90,4,Optimal,0.04,76,76.0,0.0,1.5,1,0.7,CPSat
j9015_10,90,4,Optimal,0.06,78,78.0,0.0,1.5,1,0.7,CPSat
j9015_2,90,4,Optimal,0.04,71,71.0,0.0,1.5,1,0.7,CPSat
j9015_3,90,4,Optimal,0.04,82,82.0,0.0,1.5,1,0.7,CPSat
j9015_4,90,4,Optimal,0.04,92,92.0,0.0,1.5,1,0.7,CPSat
j9015_5,90,4,Optimal,0.07,93,93.0,0.0,1.5,1,0.7,CPSat
j9015_6,90,4,Optimal,0.02,61,61.0,0.0,1.5,1,0.7,CPSat
j9015_7,90,4,Optimal,0.04,82,82.0,0.0,1.5,1,0.7,CPSat
j9015_8,90,4,Optimal,0.04,82,82.0,0.0,1.5,1,0.7,CPSat
j9015_9,90,4,Optimal,0.04,83,83.0,0.0,1.5,1,0.7,CPSat
j9016_1,90,4,Optimal,0.04,85,85.0,0.0,1.5,1,1,CPSat
j9016_10,90,4,Optimal,0.03,71,71.0,0.0,1.5,1,1,CPSat
j9016_2,90,4,Optimal,0.04,71,71.0,0.0,1.5,1,1,CPSat
j9016_3,90,4,Optimal,0.04,73,73.0,0.0,1.5,1,1,CPSat
j9016_4,90,4,Optimal,0.03,69,69.0,0.0,1.5,1,1,CPSat
j9016_5,90,4,Optimal,0.04,71,71.0,0.0,1.5,1,1,CPSat
j9016_6,90,4,Optimal,0.03,74,74.0,0.0,1.5,1,1,CPSat
j9016_7,90,4,Optimal,0.02,65,65.0,0.0,1.5,1,1,CPSat
j9016_8,90,4,Optimal,0.04,71,71.0,0.0,1.5,1,1,CPSat
j9016_9,90,4,Optimal,0.03,66,66.0,0.0,1.5,1,1,CPSat
j9017_1,90,4,Optimal,0.13,92,92.0,0.0,1.8,0.25,0.2,CPSat
j9017_10,90,4,Optimal,0.18,89,89.0,0.0,1.8,0.25,0.2,CPSat
j9017_2,90,4,Optimal,0.31,100,100.0,0.0,1.8,0.25,0.2,CPSat
j9017_3,90,4,Optimal,0.13,89,89.0,0.0,1.8,0.25,0.2,CPSat
j9017_4,90,4,Optimal,0.11,94,94.0,0.0,1.8,0.25,0.2,CPSat
j9017_5,90,4,Optimal,0.12,113,113.0,0.0,1.8,0.25,0.2,CPSat
j9017_6,90,4,Optimal,0.12,94,94.0,0.0,1.8,0.25,0.2,CPSat
j9017_7,90,4,Optimal,0.12,80,80.0,0.0,1.8,0.25,0.2,CPSat
j9017_8,90,4,Optimal,0.12,113,113.0,0.0,1.8,0.25,0.2,CPSat
j9017_9,90,4,Optimal,0.14,96,96.0,0.0,1.8,0.25,0.2,CPSat
j9018_1,90,4,Optimal,0.06,101,101.0,0.0,1.8,0.25,0.5,CPSat
j9018_10,90,4,Optimal,0.07,94,94.0,0.0,1.8,0.25,0.5,CPSat
j9018_2,90,4,Optimal,0.04,94,94.0,0.0,1.8,0.25,0.5,CPSat
j9018_3,90,4,Optimal,0.07,83,83.0,0.0,1.8,0.25,0.5,CPSat
j9018_4,90,4,Optimal,0.06,98,98.0,0.0,1.8,0.25,0.5,CPSat
j9018_5,90,4,Optimal,0.04,90,90.0,0.0,1.8,0.25,0.5,CPSat
j9018_6,90,4,Optimal,0.09,83,83.0,0.0,1.8,0.25,0.5,CPSat
j9018_7,90,4,Optimal,0.07,73,73.0,0.0,1.8,0.25,0.5,CPSat
j9018_8,90,4,Optimal,0.05,92,92.0,0.0,1.8,0.25,0.5,CPSat
j9018_9,90,4,Optimal,0.05,79,79.0,0.0,1.8,0.25,0.5,CPSat
j9019_1,90,4,Optimal,0.04,98,98.0,0.0,1.8,0.25,0.7,CPSat
j9019_10,90,4,Optimal,0.03,85,85.0,0.0,1.8,0.25,0.7,CPSat
j9019_2,90,4,Optimal,0.03,83,83.0,0.0,1.8,0.25,0.7,CPSat
j9019_3,90,4,Optimal,0.02,89,89.0,0.0,1.8,0.25,0.7,CPSat
j9019_4,90,4,Optimal,0.02,77,77.0,0.0,1.8,0.25,0.7,CPSat
j9019_5,90,4,Optimal,0.03,66,66.0,0.0,1.8,0.25,0.7,CPSat
j9019_6,90,4,Optimal,0.04,136,136.0,0.0,1.8,0.25,0.7,CPSat
j9019_7,90,4,Optimal,0.06,66,66.0,0.0,1.8,0.25,0.7,CPSat
j9019_8,90,4,Optimal,0.03,91,91.0,0.0,1.8,0.25,0.7,CPSat
j9019_9,90,4,Optimal,0.02,121,121.0,0.0,1.8,0.25,0.7,CPSat
j901_1,90,4,Optimal,0.12,73,73.0,0.0,1.5,0.25,0.2,CPSat
j901_10,90,4,Optimal,0.09,90,90.0,0.0,1.5,0.25,0.2,CPSat
j901_2,90,4,Optimal,0.13,92,92.0,0.0,1.5,0.25,0.2,CPSat
j901_3,90,4,Optimal,0.21,66,66.0,0.0,1.5,0.25,0.2,CPSat
j901_4,90,4,Optimal,1.51,86,86.0,0.0,1.5,0.25,0.2,CPSat
j901_5,90,4,Optimal,0.11,87,87.0,0.0,1.5,0.25,0.2,CPSat
j901_6,90,4,Optimal,0.14,74,74.0,0.0,1.5,0.25,0.2,CPSat
j901_7,90,4,Optimal,0.08,91,91.0,0.0,1.5,0.25,0.2,CPSat
j901_8,90,4,Optimal,0.14,95,95.0,0.0,1.5,0.25,0.2,CPSat
j901_9,90,4,Optimal,0.25,72,72.0,0.0,1.5,0.25,0.2,CPSat
j9020_1,90,4,Optimal,0.02,85,85.0,0.0,1.8,0.25,1,CPSat
j9020_10,90,4,Optimal,0.02,89,89.0,0.0,1.8,0.25,1,CPSat
j9020_2,90,4,Optimal,0.02,76,76.0,0.0,1.8,0.25,1,CPSat
j9020_3,90,4,Optimal,0.02,86,86.0,0.0,1.8,0.25,1,CPSat
j9020_4,90,4,Optimal,0.02,86,86.0,0.0,1.8,0.25,1,CPSat
j9020_5,90,4,Optimal,0.02,88,88.0,0.0,1.8,0.25,1,CPSat
j9020_6,90,4,Optimal,0.02,83,83.0,0.0,1.8,0.25,1,CPSat
j9020_7,90,4,Optimal,0.03,82,82.0,0.0,1.8,0.25,1,CPSat
j9020_8,90,4,Optimal,0.02,85,85.0,0.0,1.8,0.25,1,CPSat
j9020_9,90,4,Optimal,0.03,76,76.0,0.0,1.8,0.25,1,CPSat
j9021_1,90,4,Solution,30.03,111,100.0,9.91,1.8,0.5,0.2,CPSat
j9021_10,90,4,Solution,30.03,109,102.0,6.42,1.8,0.5,0.2,CPSat
j9021_2,90,4,Solution,30.02,116,108.0,6.9,1.8,0.5,0.2,CPSat
j9021_3,90,4,Solution,30.03,124,117.0,5.65,1.8,0.5,0.2,CPSat
j9021_4,90,4,Optimal,30.01,106,106.0,0.0,1.8,0.5,0.2,CPSat
j9021_5,90,4,Solution,30.03,112,101.0,9.82,1.8,0.5,0.2,CPSat
j9021_6,90,4,Solution,30.03,106,103.0,2.83,1.8,0.5,0.2,CPSat
j9021_7,90,4,Solution,30.06,110,101.0,8.18,1.8,0.5,0.2,CPSat
j9021_8,90,4,Solution,30.05,112,101.0,9.82,1.8,0.5,0.2,CPSat
j9021_9,90,4,Solution,30.04,121,113.0,6.61,1.8,0.5,0.2,CPSat
j9022_1,90,4,Optimal,0.05,108,108.0,0.0,1.8,0.5,0.5,CPSat
j9022_10,90,4,Optimal,0.12,75,75.0,0.0,1.8,0.5,0.5,CPSat
j9022_2,90,4,Optimal,0.09,85,85.0,0.0,1.8,0.5,0.5,CPSat
j9022_3,90,4,Optimal,0.12,83,83.0,0.0,1.8,0.5,0.5,CPSat
j9022_4,90,4,Optimal,0.04,96,96.0,0.0,1.8,0.5,0.5,CPSat
j9022_5,90,4,Optimal,0.05,96,96.0,0.0,1.8,0.5,0.5,CPSat
j9022_6,90,4,Optimal,0.07,71,71.0,0.0,1.8,0.5,0.5,CPSat
j9022_7,90,4,Optimal,0.07,90,90.0,0.0,1.8,0.5,0.5,CPSat
j9022_8,90,4,Optimal,0.04,97,97.0,0.0,1.8,0.5,0.5,CPSat
j9022_9,90,4,Optimal,0.15,101,101.0,0.0,1.8,0.5,0.5,CPSat
j9023_1,90,4,Optimal,0.07,90,90.0,0.0,1.8,0.5,0.7,CPSat
j9023_10,90,4,Optimal,0.04,87,87.0,0.0,1.8,0.5,0.7,CPSat
j9023_2,90,4,Optimal,0.02,84,84.0,0.0,1.8,0.5,0.7,CPSat
j9023_3,90,4,Optimal,0.04,116,116.0,0.0,1.8,0.5,0.7,CPSat
j9023_4,90,4,Optimal,0.06,85,85.0,0.0,1.8,0.5,0.7,CPSat
j9023_5,90,4,Optimal,0.02,95,95.0,0.0,1.8,0.5,0.7,CPSat
j9023_6,90,4,Optimal,0.06,87,87.0,0.0,1.8,0.5,0.7,CPSat
j9023_7,90,4,Optimal,0.04,77,77.0,0.0,1.8,0.5,0.7,CPSat
j9023_8,90,4,Optimal,0.02,92,92.0,0.0,1.8,0.5,0.7,CPSat
j9023_9,90,4,Optimal,0.04,126,126.0,0.0,1.8,0.5,0.7,CPSat
j9024_1,90,4,Optimal,0.02,84,84.0,0.0,1.8,0.5,1,CPSat
j9024_10,90,4,Optimal,0.04,89,89.0,0.0,1.8,0.5,1,CPSat
j9024_2,90,4,Optimal,0.02,92,92.0,0.0,1.8,0.5,1,CPSat
j9024_3,90,4,Optimal,0.02,69,69.0,0.0,1.8,0.5,1,CPSat
j9024_4,90,4,Optimal,0.02,81,81.0,0.0,1.8,0.5,1,CPSat
j9024_5,90,4,Optimal,0.02,85,85.0,0.0,1.8,0.5,1,CPSat
j9024_6,90,4,Optimal,0.03,79,79.0,0.0,1.8,0.5,1,CPSat
j9024_7,90,4,Optimal,0.02,87,87.0,0.0,1.8,0.5,1,CPSat
j9024_8,90,4,Optimal,0.02,88,88.0,0.0,1.8,0.5,1,CPSat
j9024_9,90,4,Optimal,0.03,80,80.0,0.0,1.8,0.5,1,CPSat
j9025_1,90,4,Solution,30.02,128,115.0,10.16,1.8,0.75,0.2,CPSat
j9025_10,90,4,Solution,30.07,132,118.0,10.61,1.8,0.75,0.2,CPSat
j9025_2,90,4,Solution,30.03,135,120.0,11.11,1.8,0.75,0.2,CPSat
j9025_3,90,4,Solution,30.03,125,111.0,11.2,1.8,0.75,0.2,CPSat
j9025_4,90,4,Solution,30.04,143,128.0,10.49,1.8,0.75,0.2,CPSat
j9025_5,90,4,Solution,30.04,120,109.0,9.17,1.8,0.75,0.2,CPSat
j9025_6,90,4,Solution,30.02,126,112.0,11.11,1.8,0.75,0.2,CPSat
j9025_7,90,4,Solution,30.07,136,121.0,11.03,1.8,0.75,0.2,CPSat
j9025_8,90,4,Solution,30.03,142,130.0,8.45,1.8,0.75,0.2,CPSat
j9025_9,90,4,Solution,30.02,109,96.0,11.93,1.8,0.75,0.2,CPSat
j9026_1,90,4,Optimal,0.05,90,90.0,0.0,1.8,0.75,0.5,CPSat
j9026_10,90,4,Optimal,0.08,92,92.0,0.0,1.8,0.75,0.5,CPSat
j9026_2,90,4,Optimal,30.01,85,85.0,0.0,1.8,0.75,0.5,CPSat
j9026_3,90,4,Optimal,0.07,80,80.0,0.0,1.8,0.75,0.5,CPSat
j9026_4,90,4,Solution,30.03,97,96.0,1.03,1.8,0.75,0.5,CPSat
j9026_5,90,4,Solution,30.03,86,83.0,3.49,1.8,0.75,0.5,CPSat
j9026_6,90,4,Optimal,0.08,108,108.0,0.0,1.8,0.75,0.5,CPSat
j9026_7,90,4,Optimal,0.8,82,82.0,0.0,1.8,0.75,0.5,CPSat
j9026_8,90,4,Optimal,30.01,82,82.0,0.0,1.8,0.75,0.5,CPSat
j9026_9,90,4,Optimal,0.09,87,87.0,0.0,1.8,0.75,0.5,CPSat
j9027_1,90,4,Optimal,0.05,96,96.0,0.0,1.8,0.75,0.7,CPSat
j9027_10,90,4,Optimal,0.05,97,97.0,0.0,1.8,0.75,0.7,CPSat
j9027_2,90,4,Optimal,0.05,81,81.0,0.0,1.8,0.75,0.7,CPSat
j9027_3,90,4,Optimal,0.04,91,91.0,0.0,1.8,0.75,0.7,CPSat
j9027_4,90,4,Optimal,0.06,79,79.0,0.0,1.8,0.75,0.7,CPSat
j9027_5,90,4,Optimal,0.04,99,99.0,0.0,1.8,0.75,0.7,CPSat
j9027_6,90,4,Optimal,0.06,87,87.0,0.0,1.8,0.75,0.7,CPSat
j9027_7,90,4,Optimal,0.04,73,73.0,0.0,1.8,0.75,0.7,CPSat
j9027_8,90,4,Optimal,0.05,72,72.0,0.0,1.8,0.75,0.7,CPSat
j9027_9,90,4,Optimal,0.05,84,84.0,0.0,1.8,0.75,0.7,CPSat
j9028_1,90,4,Optimal,0.03,80,80.0,0.0,1.8,0.75,1,CPSat
j9028_10,90,4,Optimal,0.03,68,68.0,0.0,1.8,0.75,1,CPSat
j9028_2,90,4,Optimal,0.03,76,76.0,0.0,1.8,0.75,1,CPSat
j9028_3,90,4,Optimal,0.03,86,86.0,0.0,1.8,0.75,1,CPSat
j9028_4,90,4,Optimal,0.03,78,78.0,0.0,1.8,0.75,1,CPSat
j9028_5,90,4,Optimal,0.03,88,88.0,0.0,1.8,0.75,1,CPSat
j9028_6,90,4,Optimal,0.03,102,102.0,0.0,1.8,0.75,1,CPSat
j9028_7,90,4,Optimal,0.03,97,97.0,0.0,1.8,0.75,1,CPSat
j9028_8,90,4,Optimal,0.03,110,110.0,0.0,1.8,0.75,1,CPSat
j9028_9,90,4,Optimal,0.03,120,120.0,0.0,1.8,0.75,1,CPSat
j9029_1,90,4,Solution,30.02,139,123.0,11.51,1.8,1,0.2,CPSat
j9029_10,90,4,Solution,30.02,129,117.0,9.3,1.8,1,0.2,CPSat
j9029_2,90,4,Solution,30.03,130,120.0,7.69,1.8,1,0.2,CPSat
j9029_3,90,4,Solution,30.05,148,135.0,8.78,1.8,1,0.2,CPSat
j9029_4,90,4,Solution,30.04,156,136.0,12.82,1.8,1,0.2,CPSat
j9029_5,90,4,Solution,30.03,127,114.0,10.24,1.8,1,0.2,CPSat
j9029_6,90,4,Solution,30.03,131,116.0,11.45,1.8,1,0.2,CPSat
j9029_7,90,4,Solution,30.03,177,158.0,10.73,1.8,1,0.2,CPSat
j9029_8,90,4,Solution,30.03,162,145.0,10.49,1.8,1,0.2,CPSat
j9029_9,90,4,Solution,30.03,134,118.0,11.94,1.8,1,0.2,CPSat
j902_1,90,4,Optimal,0.05,96,96.0,0.0,1.5,0.25,0.5,CPSat
j902_10,90,4,Optimal,0.09,80,80.0,0.0,1.5,0.25,0.5,CPSat
j902_2,90,4,Optimal,0.07,114,114.0,0.0,1.5,0.25,0.5,CPSat
j902_3,90,4,Optimal,0.05,75,75.0,0.0,1.5,0.25,0.5,CPSat
j902_4,90,4,Optimal,0.03,70,70.0,0.0,1.5,0.25,0.5,CPSat
j902_5,90,4,Optimal,0.02,100,100.0,0.0,1.5,0.25,0.5,CPSat
j902_6,90,4,Optimal,0.11,67,67.0,0.0,1.5,0.25,0.5,CPSat
j902_7,90,4,Optimal,0.06,92,92.0,0.0,1.5,0.25,0.5,CPSat
j902_8,90,4,Optimal,0.04,82,82.0,0.0,1.5,0.25,0.5,CPSat
j902_9,90,4,Optimal,0.06,79,79.0,0.0,1.5,0.25,0.5,CPSat
j9030_1,90,4,Optimal,0.07,102,102.0,0.0,1.8,1,0.5,CPSat
j9030_10,90,4,Optimal,0.09,90,90.0,0.0,1.8,1,0.5,CPSat
j9030_2,90,4,Optimal,0.05,76,76.0,0.0,1.8,1,0.5,CPSat
j9030_3,90,4,Optimal,0.09,102,102.0,0.0,1.8,1,0.5,CPSat
j9030_4,90,4,Optimal,0.08,104,104.0,0.0,1.8,1,0.5,CPSat
j9030_5,90,4,Solution,30.02,85,83.0,2.35,1.8,1,0.5,CPSat
j9030_6,90,4,Optimal,0.06,90,90.0,0.0,1.8,1,0.5,CPSat
j9030_7,90,4,Solution,30.03,85,84.0,1.18,1.8,1,0.5,CPSat
j9030_8,90,4,Optimal,0.08,82,82.0,0.0,1.8,1,0.5,CPSat
j9030_9,90,4,Solution,30.02,96,90.0,6.25,1.8,1,0.5,CPSat
j9031_1,90,4,Optimal,0.05,79,79.0,0.0,1.8,1,0.7,CPSat
j9031_10,90,4,Optimal,0.06,99,99.0,0.0,1.8,1,0.7,CPSat
j9031_2,90,4,Optimal,0.04,69,69.0,0.0,1.8,1,0.7,CPSat
j9031_3,90,4,Optimal,0.07,106,106.0,0.0,1.8,1,0.7,CPSat
j9031_4,90,4,Optimal,0.05,79,79.0,0.0,1.8,1,0.7,CPSat
j9031_5,90,4,Optimal,0.02,79,79.0,0.0,1.8,1,0.7,CPSat
j9031_6,90,4,Optimal,0.05,80,80.0,0.0,1.8,1,0.7,CPSat
j9031_7,90,4,Optimal,0.03,97,97.0,0.0,1.8,1,0.7,CPSat
j9031_8,90,4,Optimal,0.04,83,83.0,0.0,1.8,1,0.7,CPSat
j9031_9,90,4,Optimal,0.04,72,72.0,0.0,1.8,1,0.7,CPSat
j9032_1,90,4,Optimal,0.04,78,78.0,0.0,1.8,1,1,CPSat
j9032_10,90,4,Optimal,0.03,91,91.0,0.0,1.8,1,1,CPSat
j9032_2,90,4,Optimal,0.04,78,78.0,0.0,1.8,1,1,CPSat
j9032_3,90,4,Optimal,0.03,89,89.0,0.0,1.8,1,1,CPSat
j9032_4,90,4,Optimal,0.04,104,104.0,0.0,1.8,1,1,CPSat
j9032_5,90,4,Optimal,0.04,93,93.0,0.0,1.8,1,1,CPSat
j9032_6,90,4,Optimal,0.04,86,86.0,0.0,1.8,1,1,CPSat
j9032_7,90,4,Optimal,0.03,87,87.0,0.0,1.8,1,1,CPSat
j9032_8,90,4,Optimal,0.04,79,79.0,0.0,1.8,1,1,CPSat
j9032_9,90,4,Optimal,0.03,95,95.0,0.0,1.8,1,1,CPSat
j9033_1,90,4,Optimal,0.16,99,99.0,0.0,2.1,0.25,0.2,CPSat
j9033_10,90,4,Optimal,0.11,114,114.0,0.0,2.1,0.25,0.2,CPSat
j9033_2,90,4,Optimal,0.12,112,112.0,0.0,2.1,0.25,0.2,CPSat
j9033_3,90,4,Optimal,0.09,108,108.0,0.0,2.1,0.25,0.2,CPSat
j9033_4,90,4,Optimal,0.12,92,92.0,0.0,2.1,0.25,0.2,CPSat
j9033_5,90,4,Optimal,0.12,109,109.0,0.0,2.1,0.25,0.2,CPSat
j9033_6,90,4,Optimal,0.12,88,88.0,0.0,2.1,0.25,0.2,CPSat
j9033_7,90,4,Optimal,0.1,109,109.0,0.0,2.1,0.25,0.2,CPSat
j9033_8,90,4,Optimal,0.13,110,110.0,0.0,2.1,0.25,0.2,CPSat
j9033_9,90,4,Optimal,0.12,95,95.0,0.0,2.1,0.25,0.2,CPSat
j9034_1,90,4,Optimal,0.07,83,83.0,0.0,2.1,0.25,0.5,CPSat
j9034_10,90,4,Optimal,0.04,101,101.0,0.0,2.1,0.25,0.5,CPSat
j9034_2,90,4,Optimal,0.04,89,89.0,0.0,2.1,0.25,0.5,CPSat
j9034_3,90,4,Optimal,0.05,82,82.0,0.0,2.1,0.25,0.5,CPSat
j9034_4,90,4,Optimal,0.05,81,81.0,0.0,2.1,0.25,0.5,CPSat
j9034_5,90,4,Optimal,0.07,83,83.0,0.0,2.1,0.25,0.5,CPSat
j9034_6,90,4,Optimal,0.05,89,89.0,0.0,2.1,0.25,0.5,CPSat
j9034_7,90,4,Optimal,0.06,92,92.0,0.0,2.1,0.25,0.5,CPSat
j9034_8,90,4,Optimal,0.07,81,81.0,0.0,2.1,0.25,0.5,CPSat
j9034_9,90,4,Optimal,0.05,109,109.0,0.0,2.1,0.25,0.5,CPSat
j9035_1,90,4,Optimal,0.03,98,98.0,0.0,2.1,0.25,0.7,CPSat
j9035_10,90,4,Optimal,0.04,82,82.0,0.0,2.1,0.25,0.7,CPSat
j9035_2,90,4,Optimal,0.04,92,92.0,0.0,2.1,0.25,0.7,CPSat
j9035_3,90,4,Optimal,0.05,96,96.0,0.0,2.1,0.25,0.7,CPSat
j9035_4,90,4,Optimal,0.04,86,86.0,0.0,2.1,0.25,0.7,CPSat
j9035_5,90,4,Optimal,0.04,103,103.0,0.0,2.1,0.25,0.7,CPSat
j9035_6,90,4,Optimal,0.07,72,72.0,0.0,2.1,0.25,0.7,CPSat
j9035_7,90,4,Optimal,0.04,78,78.0,0.0,2.1,0.25,0.7,CPSat
j9035_8,90,4,Optimal,0.04,85,85.0,0.0,2.1,0.25,0.7,CPSat
j9035_9,90,4,Optimal,0.04,76,76.0,0.0,2.1,0.25,0.7,CPSat
j9036_1,90,4,Optimal,0.03,97,97.0,0.0,2.1,0.25,1,CPSat
j9036_10,90,4,Optimal,0.02,109,109.0,0.0,2.1,0.25,1,CPSat
j9036_2,90,4,Optimal,0.03,114,114.0,0.0,2.1,0.25,1,CPSat
j9036_3,90,4,Optimal,0.03,84,84.0,0.0,2.1,0.25,1,CPSat
j9036_4,90,4,Optimal,0.02,79,79.0,0.0,2.1,0.25,1,CPSat
j9036_5,90,4,Optimal,0.02,98,98.0,0.0,2.1,0.25,1,CPSat
j9036_6,90,4,Optimal,0.04,99,99.0,0.0,2.1,0.25,1,CPSat
j9036_7,90,4,Optimal,0.03,89,89.0,0.0,2.1,0.25,1,CPSat
j9036_8,90,4,Optimal,0.03,84,84.0,0.0,2.1,0.25,1,CPSat
j9036_9,90,4,Optimal,0.03,102,102.0,0.0,2.1,0.25,1,CPSat
j9037_1,90,4,Optimal,30.01,110,110.0,0.0,2.1,0.5,0.2,CPSat
j9037_10,90,4,Solution,30.05,124,112.0,9.68,2.1,0.5,0.2,CPSat
j9037_2,90,4,Solution,30.05,116,105.0,9.48,2.1,0.5,0.2,CPSat
j9037_3,90,4,Optimal,8.76,132,132.0,0.0,2.1,0.5,0.2,CPSat
j9037_4,90,4,Optimal,30.01,123,123.0,0.0,2.1,0.5,0.2,CPSat
j9037_5,90,4,Solution,30.04,126,114.0,9.52,2.1,0.5,0.2,CPSat
j9037_6,90,4,Solution,30.03,132,120.0,9.09,2.1,0.5,0.2,CPSat
j9037_7,90,4,Optimal,30.02,123,123.0,0.0,2.1,0.5,0.2,CPSat
j9037_8,90,4,Solution,30.03,119,105.0,11.76,2.1,0.5,0.2,CPSat
j9037_9,90,4,Optimal,30.02,123,123.0,0.0,2.1,0.5,0.2,CPSat
j9038_1,90,4,Optimal,0.11,85,85.0,0.0,2.1,0.5,0.5,CPSat
j9038_10,90,4,Optimal,0.09,108,108.0,0.0,2.1,0.5,0.5,CPSat
j9038_2,90,4,Optimal,0.1,78,78.0,0.0,2.1,0.5,0.5,CPSat
j9038_3,90,4,Optimal,0.42,89,89.0,0.0,2.1,0.5,0.5,CPSat
j9038_4,90,4,Optimal,0.1,89,89.0,0.0,2.1,0.5,0.5,CPSat
j9038_5,90,4,Optimal,0.4,86,86.0,0.0,2.1,0.5,0.5,CPSat
j9038_6,90,4,Optimal,0.09,88,88.0,0.0,2.1,0.5,0.5,CPSat
j9038_7,90,4,Optimal,0.09,85,85.0,0.0,2.1,0.5,0.5,CPSat
j9038_8,90,4,Optimal,0.09,91,91.0,0.0,2.1,0.5,0.5,CPSat
j9038_9,90,4,Optimal,0.17,95,95.0,0.0,2.1,0.5,0.5,CPSat
j9039_1,90,4,Optimal,0.08,106,106.0,0.0,2.1,0.5,0.7,CPSat
j9039_10,90,4,Optimal,0.04,100,100.0,0.0,2.1,0.5,0.7,CPSat
j9039_2,90,4,Optimal,0.03,119,119.0,0.0,2.1,0.5,0.7,CPSat
j9039_3,90,4,Optimal,0.04,83,83.0,0.0,2.1,0.5,0.7,CPSat
j9039_4,90,4,Optimal,0.04,81,81.0,0.0,2.1,0.5,0.7,CPSat
j9039_5,90,4,Optimal,0.04,85,85.0,0.0,2.1,0.5,0.7,CPSat
j9039_6,90,4,Optimal,0.08,102,102.0,0.0,2.1,0.5,0.7,CPSat
j9039_7,90,4,Optimal,0.04,85,85.0,0.0,2.1,0.5,0.7,CPSat
j9039_8,90,4,Optimal,0.05,81,81.0,0.0,2.1,0.5,0.7,CPSat
j9039_9,90,4,Optimal,0.09,79,79.0,0.0,2.1,0.5,0.7,CPSat
j903_1,90,4,Optimal,0.04,81,81.0,0.0,1.5,0.25,0.7,CPSat
j903_10,90,4,Optimal,0.04,65,65.0,0.0,1.5,0.25,0.7,CPSat
j903_2,90,4,Optimal,0.03,84,84.0,0.0,1.5,0.25,0.7,CPSat
j903_3,90,4,Optimal,0.04,71,71.0,0.0,1.5,0.25,0.7,CPSat
j903_4,90,4,Optimal,0.04,104,104.0,0.0,1.5,0.25,0.7,CPSat
j903_5,90,4,Optimal,0.03,75,75.0,0.0,1.5,0.25,0.7,CPSat
j903_6,90,4,Optimal,0.04,68,68.0,0.0,1.5,0.25,0.7,CPSat
j903_7,90,4,Optimal,0.03,87,87.0,0.0,1.5,0.25,0.7,CPSat
j903_8,90,4,Optimal,0.04,86,86.0,0.0,1.5,0.25,0.7,CPSat
